11607 | (৩) প্রবেশন অফিসার, এই আইনের অধীনে প্রণীত বিধি এবং আদালতের নির্দেশাবলী সাপেক্ষ। | (তিন) প্রবেশন অফিসার, এই আইনের অধীনে প্রণীত বিধি এবং আদালতের নির্দেশাবলী সাপেক্ষ।
11608 | (ক) যুক্তিসঙ্গত বিরতিতে নিজে শিশুকে পরিদর্শন করিবেন এবং করিতে সুযোগ দিবেন;। | (ক) যুক্তিসঙ্গত বিরতিতে নিজে শিশুকে পরিদর্শন করিবেন এবং করিতে সুযোগ দিবেন।
11609 | (খ) লক্ষ্য রাখিবেন যে, শিশুটিকে আত্মীয় অথবা যাহার তত্ত্বাবধানে রাখা হইয়াছে তিনি মুচলেকার শর্ত পালন করিতেছেন;। | (খ) লক্ষ্য রাখিবেন যে, শিশুটিকে আত্মীয় অথবা যাহার তত্ত্বাবধানে রাখা হইয়াছে তিনি মুচলেকার শর্ত পালন করিতেছেন;।
11610 | (গ) শিশুর আচরণ সম্পর্কে আদালত রিপোর্ট দিবেন ;। | (গ) শিশুর আচরণ সম্পর্কে আদালত রিপোর্ট দিবেন ;।
11611 | (ঘ) উপদেশ দিবেন, সহায়তা করিবেন এবং বন্ধুভাবাপন্ন করিয়া তুলিবেন এবং প্রয়োজনে তাহার জন্য উপযুক্ত কর্মসংস্থানের চেষ্টা করিবেন; এবং। | (ঘ) উপদেশ দিবেন, সহায়তা করিবেন এবং বন্ধুভাবাপন্ন করিয়া তুলিবেন এবং প্রয়োজনে তাহার জন্য উপযুক্ত কর্মসংস্থানের চেষ্টা করিবেন; এবং।
11612 | (ঙ) অন্য কোনো নির্ধারিত কর্তব্য পালন করিবেন। | (ঙ) অন্য কোনো নির্ধারিত কর্তব্য পালন করিবেন।
11613 | পঞ্চম ভাগ। | পঞ্চম ভাগ।
11614 | দুস্থ ও অবহেলিত শিশুদের যত্ন ও হেফাজতের জন্য ব্যবস্থা। | দুস্থ ও অবহেলিত শিশুদের যত্ন ও হেফাজতের জন্য ব্যবস্থা।
11615 | ৩২ যে সকল শিশুকে গৃহহীন, দুস্থ ইত্যাদি অবস্থায় পাওয়া যায় -। | বত্রিশ যে সকল শিশুকে গৃহহীন, দুস্থ ইত্যাদি অবস্থায় পাওয়া যায় -।
11616 | (১) কোনো প্রবেশন অফিসার কিংবা সাব-ইন্সপেক্টরের নিম্ন পদমর্যাদার নয় এমন পুলিশ অফিসার অথবা সরকার কর্তৃক এতদুদ্দেশ্যে ক্ষমতা প্রদত্ত অন্য কোনো ব্যক্তি কিশোর আদালত বা ৪ ধারা অধীনে ক্ষমতা প্রাপ্ত আদালতে, তাহার মতে শিশু বিবেচিত কোনো ব্যক্তিকে হাজির করিতে পারিবেন, যাহার-। | (১) কোনো প্রবেশন অফিসার কিংবা সাব-ইন্সপেক্টরের নিম্ন পদমর্যাদার নয় এমন পুলিশ অফিসার অথবা সরকার কর্তৃক এতদুদ্দেশ্যে ক্ষমতা প্রদত্ত অন্য কোনো ব্যক্তি কিশোর আদালত বা ৪ ধারা অধীনে ক্ষমতা প্রাপ্ত আদালতে, তাহার মতে শিশু বিবেচিত কোনো ব্যক্তিকে হাজির করিতে পারিবেন, যাহার-।
11617 | (ক) কোনো গৃহ, নির্দিষ্ট কোনো বাসস্থান অথবা জীবন ধারণের কোনো দৃশ্যমান উপায় নাই, অথবা নিয়মিত ও যথাযথভাবে অভিভাবকের ক্ষমতা প্রয়োগ করিতে পারেন এইরূপ কোনো পিতা মাতা বা অভিভাবক নাই; অথবা। | (ক) কোনো গৃহ, নির্দিষ্ট কোনো বাসস্থান অথবা জীবন ধারণের কোনো দৃশ্যমান উপায় নাই, অথবা নিয়মিত ও যথাযথভাবে অভিভাবকের ক্ষমতা প্রয়োগ করিতে পারেন এইরূপ কোনো পিতা মাতা বা অভিভাবক নাই; অথবা।
11618 | (খ) ভিক্ষা করিতে দেখা গিয়াছে অথবা পারিশ্রমিকের বিনিময়ে কোনো কাজ এইরূপ অবস্থায় করিতে দেখা যায় যাহা উক্ত শিশুর মঙ্গলের পরিপন্থী ;। | (খ) ভিক্ষা করিতে দেখা গিয়াছে অথবা পারিশ্রমিকের বিনিময়ে কোনো কাজ এইরূপ অবস্থায় করিতে দেখা যায় যাহা উক্ত শিশুর মঙ্গলের পরিপন্থী ;।
11619 | (গ) দুস্থ অবস্থায় নিপতিত দেখা যায় অথবা যাহার পিতা মাতা বা অভিভাবক যাবজ্জীবন কারাদণ্ড ভোগ করিতেছে ; অথবা। | (গ) দুস্থ অবস্থায় নিপতিত দেখা যায় অথবা যাহার পিতা মাতা বা অভিভাবক যাবজ্জীবন কারাদণ্ড ভোগ করিতেছে ; অথবা।
11620 | (ঘ) এইরূপ পিতা-মাতা অথবা অভিভাবকের তত্ত্বাবধানে রহিয়াছে, যিনি প্রায়ই স্বভাবত শিশুটিকে অবহেলা করে অথবা তাহার সহিত নিষ্ঠুর আচরণ করে; অথবা। | (ঘ) এইরূপ পিতা-মাতা অথবা অভিভাবকের তত্ত্বাবধানে রহিয়াছে, যিনি প্রায়ই স্বভাবত শিশুটিকে অবহেলা করে অথবা তাহার সহিত নিষ্ঠুর আচরণ করে; অথবা।
11621 | (ঙ) যাহাকে সাধারণত কোনো কুখ্যাত অপরাধী অথবা পতিতার সঙ্গে পাওয়া যায় যে তাহার পিতা মাতা কিংবা অভিভাবক নহে; অথবা। | (ঙ) যাহাকে সাধারণত কোনো কুখ্যাত অপরাধী অথবা পতিতার সঙ্গে পাওয়া যায় যে তাহার পিতা মাতা কিংবা অভিভাবক নহে; অথবা।
11622 | (চ) যে এইরূপ কোনো বাড়িতে অবস্থান করিতেছে অথবা প্রায়ই যাতায়াত করিতেছে যাহা পতিতা বৃত্তির কাজে কোনো পতিতার ব্যবহারের অধীনে রহিয়াছে এবং সে উক্ত পতিতার শিশু নহে; অথবা। | (চ) যে এইরূপ কোনো বাড়িতে অবস্থান করিতেছে অথবা প্রায়ই যাতায়াত করিতেছে যাহা পতিতা বৃত্তির কাজে কোনো পতিতার ব্যবহারের অধীনে রহিয়াছে এবং সে উক্ত পতিতার শিশু নহে; অথবা।
11623 | (ছ) যে প্রকারান্তরে কোনো অসত্‍ সঙ্গে পতিত হইতে পারে অথবা নৈতিক বিপদের সম্মুখীন হইতে পারে অথবা অপরাধের জীবনে প্রবেশ করিতে পারে। | (ছ) যে প্রকারান্তরে কোনো অসত্‍ সঙ্গে পতিত হইতে পারে অথবা নৈতিক বিপদের সম্মুখীন হইতে পারে অথবা অপরাধের জীবনে প্রবেশ করিতে পারে।
11624 | (২) উপ-ধারা (১) -এ উল্লেখিত কোনো শিশুকে যে আদালতে হাজির করা হয় সে আদালত তথ্যাদি পরীক্ষা করিবেন এবং এইরূপ পরীক্ষার সারমর্ম লিপিবদ্ধ করিবেন এবং যদি মনে করেন যে, আরও তদন্ত করিবার পর্যাপ্ত কারণ রহিয়াছে তবে তদুদ্দেশ্যে তারিখ ধার্য করিবেন। | (২) উপ-ধারা (১) -এ উল্লেখিত কোনো শিশুকে যে আদালতে হাজির করা হয় সে আদালত তথ্যাদি পরীক্ষা করিবেন এবং এইরূপ পরীক্ষার সারমর্ম লিপিবদ্ধ করিবেন এবং যদি মনে করেন যে, আরও তদন্ত করিবার পর্যাপ্ত কারণ রহিয়াছে তবে তদুদ্দেশ্যে তারিখ ধার্য করিবেন।
11625 | (৩) উপ-ধারা (২) এর অধীনে তদন্তের জন্য ধার্য দিবসে অথবা অন্য কোনো পরিবর্তিত তারিখ যে পর্যন্ত কার্যধারা মুলতবি থাকে সেই তারিখে আদালত এই আইনের অধীনে যে ব্যবস্থা গ্রহণ করা যাইতে পারে উহার পক্ষে এবং বিপক্ষে যে সকল প্রাসঙ্গিক সাক্ষ্য প্রদত্ত হইতে পারে তাহা শুনিবেন এবং লিপিবদ্ধ করিবেন এবং যেরূপ উপযুক্ত মনে করেন সেইরূপে পুনরায় তদন্ত করিতে পারেন। | (তিন) উপ-ধারা (দুই) এর অধীনে তদন্তের জন্য ধার্য দিবসে অথবা অন্য কোনো পরিবর্তিত তারিখ যে পর্যন্ত কার্যধারা মুলতবি থাকে সেই তারিখে আদালত এই আইনের অধীনে যে ব্যবস্থা গ্রহণ করা যাইতে পারে উহার পক্ষে এবং বিপক্ষে যে সকল প্রাসঙ্গিক সাক্ষ্য প্রদত্ত হইতে পারে তাহা শুনিবেন এবং লিপিবদ্ধ করিবেন এবং যেরূপ উপযুক্ত মনে করেন সেইরূপে পুনরায় তদন্ত করিতে পারেন।
11626 | (৪) এইরূপ তদন্ত করিয়া আদালত যদি সন্তুষ্ট হন যে, উক্ত ব্যক্তি (১) উপ-ধারায় বর্ণিত একটি শিশু এবং তদানুযায়ী ব্যবস্থা গ্রহণ করা সমীচীন তাহা হইলে আদালত তাহাকে কোনো প্রত্যায়িত ইনস্টিটিউটে অথবা অনুমোদিত আবাসে প্রেরণের আদেশ দিতে পারিবেন অথবা তাহাকে কোনো আত্মীয় কিংবা আদালতে কর্তৃক উল্লেখিত এবং শিশুটির বয়স ১৮ বত্সর পূর্ণ না হওয়া পর্যন্ত অথবা কোনো সংক্ষিপ্ত সময়ের জন্য তত্ত্বাবধান করিতে ইচ্ছুক অন্য কোনো ব্যক্তির তত্ত্বাবধানে নির্ধারিত পদ্ধতিতে সোপর্দ করিবার আদেশ দিতে পারিবেন। | (চার) এইরূপ তদন্ত করিয়া আদালত যদি সন্তুষ্ট হন যে, উক্ত ব্যক্তি (এক) উপ-ধারায় বর্ণিত একটি শিশু এবং তদানুযায়ী ব্যবস্থা গ্রহণ করা সমীচীন তাহা হইলে আদালত তাহাকে কোনো প্রত্যায়িত ইনস্টিটিউটে অথবা অনুমোদিত আবাসে প্রেরণের আদেশ দিতে পারিবেন অথবা তাহাকে কোনো আত্মীয় কিংবা আদালতে কর্তৃক উল্লেখিত এবং শিশুটির বয়স ১৮ বত্সর পূর্ণ না হওয়া পর্যন্ত অথবা কোনো সংক্ষিপ্ত সময়ের জন্য তত্ত্বাবধান করিতে ইচ্ছুক অন্য কোনো ব্যক্তির তত্ত্বাবধানে নির্ধারিত পদ্ধতিতে সোপর্দ করিবার আদেশ দিতে পারিবেন।
11627 | (৫) যে আদালত শিশুকে কোনো আত্মীয় অথবা অন্য উপযুক্ত ব্যক্তির তত্ত্বাবধানে প্রেরণের আদেশ দেন, আদেশ প্রদানকালে এইরূপ আত্মীয় অথবা অন্য ব্যক্তিকে জামিনদার ছাড়া এই মর্মে একটি মুচলেকা সম্পাদনের নির্দেশ দিতে পারিবেন যে, তিনি শিশুটির সদাচারণের জন্য এবং শিশুটির সত্‍ এবং পরিশ্রমী জীবন যাপনের নিশ্চয়তা বিধানের অন্যান্য যে সকল শর্ত আদালত আরোপ করিবেন সেই সকল শর্ত পালনের জন্য দায়ী থাকিবেন না। | (পাঁচ) যে আদালত শিশুকে কোনো আত্মীয় অথবা অন্য উপযুক্ত ব্যক্তির তত্ত্বাবধানে প্রেরণের আদেশ দেন, আদেশ প্রদানকালে এইরূপ আত্মীয় অথবা অন্য ব্যক্তিকে জামিনদার ছাড়া এই মর্মে একটি মুচলেকা সম্পাদনের নির্দেশ দিতে পারিবেন যে, তিনি শিশুটির সদাচারণের জন্য এবং শিশুটির সত্‍ এবং পরিশ্রমী জীবন যাপনের নিশ্চয়তা বিধানের অন্যান্য যে সকল শর্ত আদালত আরোপ করিবেন সেই সকল শর্ত পালনের জন্য দায়ী থাকিবেন না।
11628 | ৬) যে আদালত শিশুটিকে আত্মীয় অথবা অন্য উপযুক্ত ব্যক্তির তত্ত্বাবধানে সোপর্দের জন্য এই ধারার অধীনে আদেশ প্রদান করেন সেই আদালত অতিরিক্ত আদেশ প্রদান করিতে পারেন যে, শিশুকে প্রবেশন অফিসার অথবা কর্তৃক উল্লেখিত অন্য ব্যক্তির তত্ত্বাবধানে রাখা যাইতে পারে। | ছয়) যে আদালত শিশুটিকে আত্মীয় অথবা অন্য উপযুক্ত ব্যক্তির তত্ত্বাবধানে সোপর্দের জন্য এই ধারার অধীনে আদেশ প্রদান করেন সেই আদালত অতিরিক্ত আদেশ প্রদান করিতে পারেন যে, শিশুকে প্রবেশন অফিসার অথবা কর্তৃক উল্লেখিত অন্য ব্যক্তির তত্ত্বাবধানে রাখা যাইতে পারে।
11629 | ৩৩ অবাধ শিশু। | তেত্রিশ অবাধ শিশু।
11630 | (১) যে ক্ষেত্রে কোনো শিশুর পিতা মাতা বা অভিভাবক কোনো কিশোর আদালতে অথবা ৪ ধারার অধীনে ক্ষমতা প্রাপ্ত আদালতে অভিযোগ করেন যে তিনি শিশুটিকে নিয়ন্ত্রণ করিতে অক্ষম, সে ক্ষেত্রে আদালত তদন্তের পর যদি সন্তুষ্ট হন যে শিশুটি সম্পর্কে ব্যবস্থা গ্রহণ করা সমীচীন তবে অনধিক তিন বত্‍সর মেয়াদে তাহাকে কোনো প্রত্যায়িত ইনস্টিটিউটে অথবা অনুমোদিত আবাসে প্রেরণের আদেশ দিতে পারেন। | এক) যে ক্ষেত্রে কোনো শিশুর পিতা মাতা বা অভিভাবক কোনো কিশোর আদালতে অথবা ৪ ধারার অধীনে ক্ষমতা প্রাপ্ত আদালতে অভিযোগ করেন যে তিনি শিশুটিকে নিয়ন্ত্রণ করিতে অক্ষম, সে ক্ষেত্রে আদালত তদন্তের পর যদি সন্তুষ্ট হন যে শিশুটি সম্পর্কে ব্যবস্থা গ্রহণ করা সমীচীন তবে অনধিক তিন বত্‍সর মেয়াদে তাহাকে কোনো প্রত্যায়িত ইনস্টিটিউটে অথবা অনুমোদিত আবাসে প্রেরণের আদেশ দিতে পারেন।
11631 | (২) আদালত যদি সন্তুষ্ট হন যে, শিশুটির বাড়ির পরিবেশ সন্তোষজনক, শিশুটিকে প্রত্যায়িত ইনস্টিটিউটে অথবা অনুমোদিত আবাসে প্রেরণের পরিবর্তে শুধুমাত্র তাহাকে তত্ত্বাবধান করা প্রয়োজন, তাহা হইলে শিশুটিকে অনধিক তিন মাসের মেয়াদে কোনো প্রবেশন অফিসারের তত্ত্বাবধানে ন্যস্ত করিতে পারিবেন। | (দুই) আদালত যদি সন্তুষ্ট হন যে, শিশুটির বাড়ির পরিবেশ সন্তোষজনক, শিশুটিকে প্রত্যায়িত ইনস্টিটিউটে অথবা অনুমোদিত আবাসে প্রেরণের পরিবর্তে শুধুমাত্র তাহাকে তত্ত্বাবধান করা প্রয়োজন, তাহা হইলে শিশুটিকে অনধিক তিন মাসের মেয়াদে কোনো প্রবেশন অফিসারের তত্ত্বাবধানে ন্যস্ত করিতে পারিবেন।
11632 | ষষ্ঠ ভাগ। | ষষ্ঠ ভাগ।
11633 | শিশু সম্পর্কিত বিশেষ অপরাধসমূহ। | শিশু সম্পর্কিত বিশেষ অপরাধসমূহ।
11634 | ৩৪ শিশুর প্রতি নিষ্ঠুরতার দণ্ড। | চৌত্রিশ শিশুর প্রতি নিষ্ঠুরতার দণ্ড।
11635 | যাহার হেফাজত, দায়িত্ব বা তত্ত্বাবধানে কোনো শিশু রহিয়াছে এইরূপ কোনো ১৬ বত্‍সরের উপর বয়স্ক ব্যক্তি যদি অনুরূপ শিশুকে এইরূপ পন্থায় আক্রমণ, উত্‍পীড়ন, অবহেলা, বর্জন অথবা অরক্ষিত অবস্থায় পরিত্যাগ করে অথবা করায় যাহার ফলে শিশুটির অহেতুক দুর্ভোগ হয়ে কিংবা তাহার স্বাস্থ্যের ক্ষতি এবং তাহার দৃষ্টিশক্তি নষ্ট হয়, শরীরের কোনো অঙ্গ বা ইন্দ্রিয়ের ক্ষতি হয় এবং কোনো মানসিক বিকৃতি ঘটে তাহা হইলে উক্ত ব্যক্তি দুই বত্‍সর পর্যন্ত মেয়াদের কারাদণ্ড অথবা এক হাজার টাকা পর্যন্ত অর্থদণ্ড অথবা উভয় দণ্ডে দণ্ডিত হইবে। | যাহার হেফাজত, দায়িত্ব বা তত্ত্বাবধানে কোনো শিশু রহিয়াছে এইরূপ কোনো ষোলো বত্‍সরের উপর বয়স্ক ব্যক্তি যদি অনুরূপ শিশুকে এইরূপ পন্থায় আক্রমণ, উত্‍পীড়ন, অবহেলা, বর্জন অথবা অরক্ষিত অবস্থায় পরিত্যাগ করে অথবা করায় যাহার ফলে শিশুটির অহেতুক দুর্ভোগ হয়ে কিংবা তাহার স্বাস্থ্যের ক্ষতি এবং তাহার দৃষ্টিশক্তি নষ্ট হয়, শরীরের কোনো অঙ্গ বা ইন্দ্রিয়ের ক্ষতি হয় এবং কোনো মানসিক বিকৃতি ঘটে তাহা হইলে উক্ত ব্যক্তি দুই বত্‍সর পর্যন্ত মেয়াদের কারাদণ্ড অথবা এক হাজার টাকা পর্যন্ত অর্থদণ্ড অথবা উভয় দণ্ডে দণ্ডিত হইবে।
11636 | ৩৫ শিশুকে ভিক্ষাবৃত্তিতে নিয়োগের দণ্ড-। | পয়ত্রিশ শিশুকে ভিক্ষাবৃত্তিতে নিয়োগের দণ্ড-।
11637 | কোনো ব্যক্তি যদি শিশুকে ভিক্ষার উদ্দেশ্যে নিয়োগ করেন অথবা কোনো শিশুর দ্বারা ভিক্ষা করান অথবা শিশুর হেফাজত, তত্ত্বাবধান ও দেখাশুনার জন্য দায়িত্বশীল কোনো ব্যক্তি যদি ভিক্ষার উদ্দেশ্যে শিশুর নিয়োগদানে অজ্ঞতার ভান করে কিংবা উত্‍সাহ প্রদান করে, অথবা ভিক্ষার উদ্দেশ্যে কোনো শিশুকে আলামতরূপে ব্যবহার করেন তাহা হইলে তিনি এক বত্‍সর পর্যন্ত মেয়াদের কারাদণ্ড অথবা তিনশত টাকা পর্যন্ত অর্থ দণ্ড অথবা উভয় দণ্ডে দণ্ডনীয় হইবেন। | কোনো ব্যক্তি যদি শিশুকে ভিক্ষার উদ্দেশ্যে নিয়োগ করেন অথবা কোনো শিশুর দ্বারা ভিক্ষা করান অথবা শিশুর হেফাজত, তত্ত্বাবধান ও দেখাশুনার জন্য দায়িত্বশীল কোনো ব্যক্তি যদি ভিক্ষার উদ্দেশ্যে শিশুর নিয়োগদানে অজ্ঞতার ভান করে কিংবা উত্‍সাহ প্রদান করে, অথবা ভিক্ষার উদ্দেশ্যে কোনো শিশুকে আলামতরূপে ব্যবহার করেন তাহা হইলে তিনি এক বত্‍সর পর্যন্ত মেয়াদের কারাদণ্ড অথবা তিনশত টাকা পর্যন্ত অর্থ দণ্ড অথবা উভয় দণ্ডে দণ্ডনীয় হইবেন।
11638 | ৩৬ শিশুর দায়িত্বে থাকাকালে পানোম্মত হওয়ার দণ্ড-। | ছত্রিশ, শিশুর দায়িত্বে থাকাকালে পানোম্মত হওয়ার দণ্ড-।
11639 | কোনো শিশুর দায়িত্বে থাকাকালে কোনো ব্যক্তিকে যদি কোনো প্রকাশ্য স্থানে, তাহা কোনো ভবন হউক বা না হউক, পানোম্মত অবস্থায় পাওয়া যায় এবং তাহার মাতলামির কারণে তিনি শিশুটির তত্ত্বাবধান করিতে সমর্থ না হন তাহা হইলে তিনি একশত টাকা পর্যন্ত অর্থদণ্ডে দণ্ডিত হইবেন। | কোনো শিশুর দায়িত্বে থাকাকালে কোনো ব্যক্তিকে যদি কোনো প্রকাশ্য স্থানে, তাহা কোনো ভবন হউক বা না হউক, পানোম্মত অবস্থায় পাওয়া যায় এবং তাহার মাতলামির কারণে তিনি শিশুটির তত্ত্বাবধান করিতে সমর্থ না হন তাহা হইলে তিনি একশত টাকা পর্যন্ত অর্থদণ্ডে দণ্ডিত হইবেন।
11640 | ৩৭ শিশুকে নেশাজাতীয় পানীয় কিংবা বিপজ্জনক ঔষধ প্রদানের দণ্ড। | সায়ত্রিশ, শিশুকে নেশাজাতীয় পানীয় কিংবা বিপজ্জনক ঔষধ প্রদানের দণ্ড।
11641 | যদি কোনো শিশুকে অসুস্থতা অথবা অন্য জরুরী কারণে, যথাযথ যোগ্যতা সম্পন্ন ডাক্তারের আদেশ ব্যতীত কোনো ব্যক্তি কোনো প্রকাশ্য স্থানে, তাহা ভবন হউক বা না হউক, কোনো নেশাগ্রস্তকারী সুরা অথবা বিপজ্জনক ঔষধ প্রদান করেন বা করান, তিনি এক বত্‍সর পর্যন্ত মেয়াদের কারাদণ্ড অথবা পাঁচশত টাকা পর্যন্ত অর্থদণ্ড অথবা উভয় দণ্ডে দণ্ডনীয় হইবেন। | যদি কোনো শিশুকে অসুস্থতা অথবা অন্য জরুরী কারণে, যথাযথ যোগ্যতা সম্পন্ন ডাক্তারের আদেশ ব্যতীত কোনো ব্যক্তি কোনো প্রকাশ্য স্থানে, তাহা ভবন হউক বা না হউক, কোনো নেশাগ্রস্তকারী সুরা অথবা বিপজ্জনক ঔষধ প্রদান করেন বা করান, তিনি এক বত্‍সর পর্যন্ত মেয়াদের কারাদণ্ড অথবা পাঁচশত টাকা পর্যন্ত অর্থদণ্ড অথবা উভয় দণ্ডে দণ্ডনীয় হইবেন।
11642 | ৩৮ শিশুকে সুরা কিংবা বিপজ্জনক ঔষধ বিক্রয়ের স্থানে প্রবেশের অনুমতি প্রদানের দণ্ড-। | আটত্রিশ, শিশুকে সুরা কিংবা বিপজ্জনক ঔষধ বিক্রয়ের স্থানে প্রবেশের অনুমতি প্রদানের দণ্ড-।
11643 | যিনি শিশুকে সুরা কিংবা বিপজ্জনক ঔষধ বিক্রয়ের স্থানে লইয়া যান, অথবা এইরূপ স্থানের স্বত্বাধিকারী, মালিক কিংবা দায়িত্বপ্রাপ্ত ব্যক্তি হইয়াও শিশুকে যিনি অনুরূপ স্থানে প্রবেশের অনুমতি প্রদান করেন অথবা যিনি অনুরূপ স্থানে শিশুর যাওয়ার কারণ ঘটান তিনি পাঁচশত টাকা পর্যন্ত অর্থদণ্ডে দণ্ডনীয় হইবেন। | যিনি শিশুকে সুরা কিংবা বিপজ্জনক ঔষধ বিক্রয়ের স্থানে লইয়া যান, অথবা এইরূপ স্থানের স্বত্বাধিকারী, মালিক কিংবা দায়িত্বপ্রাপ্ত ব্যক্তি হইয়াও শিশুকে যিনি অনুরূপ স্থানে প্রবেশের অনুমতি প্রদান করেন অথবা যিনি অনুরূপ স্থানে শিশুর যাওয়ার কারণ ঘটান তিনি পাঁচশত টাকা পর্যন্ত অর্থদণ্ডে দণ্ডনীয় হইবেন।
11644 | ৩ঌ শিশুকে বাজী ধরিতে বা ঋণ লইতে উস্কানি দেওয়ার দণ্ড-। | ঊনচল্লিশ, শিশুকে বাজী ধরিতে বা ঋণ লইতে উস্কানি দেওয়ার দণ্ড-।
11645 | যে ব্যক্তি উচ্চারিত বা লিখিত শব্দ দ্বারা কিংবা ইঙ্গিত দ্বারা বা প্রকারান্তরে কোনো শিশুকে কোনো বাজী ধরতে বা পণভিত্তিক লেনদেনে অংশ গ্রহণ করিতে অথবা শেয়ার লইতে বা স্বার্থসম্পন্ন হইতে উস্কানি দেন কিংবা দেওয়ার চেষ্টা করেন অথবা অনুরূপভাবে কোনো শিশুকে ঋণ গ্রহণ করিতে কিংবা ঋণ গ্রহণমূলক লেনদেনে অংশগ্রহণ করিতে উস্কানি দেন, তিনি ছয় মাস পর্যন্ত মেয়াদের কারাদণ্ড অথবা দুইশত টাকা পর্যন্ত অর্থদণ্ড অথবা উভয় দণ্ডে দণ্ডনীয় হইবেন। | যে ব্যক্তি উচ্চারিত বা লিখিত শব্দ দ্বারা কিংবা ইঙ্গিত দ্বারা বা প্রকারান্তরে কোনো শিশুকে কোনো বাজী ধরতে বা পণভিত্তিক লেনদেনে অংশ গ্রহণ করিতে অথবা শেয়ার লইতে বা স্বার্থসম্পন্ন হইতে উস্কানি দেন কিংবা দেওয়ার চেষ্টা করেন অথবা অনুরূপভাবে কোনো শিশুকে ঋণ গ্রহণ করিতে কিংবা ঋণ গ্রহণমূলক লেনদেনে অংশগ্রহণ করিতে উস্কানি দেন, তিনি ছয় মাস পর্যন্ত মেয়াদের কারাদণ্ড অথবা দুইশত টাকা পর্যন্ত অর্থদণ্ড অথবা উভয় দণ্ডে দণ্ডনীয় হইবেন।
11646 | ৪০ শিশুর নিকট হইতে দ্রব্যাদি বন্ধক গ্রহণ বা ক্রয় করিবার দণ্ড -। | চল্লিশ, শিশুর নিকট হইতে দ্রব্যাদি বন্ধক গ্রহণ বা ক্রয় করিবার দণ্ড -।
11647 | যে ব্যক্তি কোনো শিশুর নিকট হইতে কোনো দ্রব্য, তাহা উক্ত শিশু কর্তৃক নিজ তরফ হইতে বা অন্য ব্যক্তির তরফ হইতে প্রদেয় হউক না কেন, বন্ধক গ্রহণ করেন তিনি এক বত্সর পর্যন্ত কোনো মেয়াদের কারাদণ্ড কিংবা পাঁচশত টাকা পর্যন্ত অর্থদণ্ড অথবা উভয় দণ্ডে দণ্ডনীয় হইবেন। | যে ব্যক্তি কোনো শিশুর নিকট হইতে কোনো দ্রব্য, তাহা উক্ত শিশু কর্তৃক নিজ তরফ হইতে বা অন্য ব্যক্তির তরফ হইতে প্রদেয় হউক না কেন, বন্ধক গ্রহণ করেন তিনি এক বত্সর পর্যন্ত কোনো মেয়াদের কারাদণ্ড কিংবা পাঁচশত টাকা পর্যন্ত অর্থদণ্ড অথবা উভয় দণ্ডে দণ্ডনীয় হইবেন।
11648 | ৪১ শিশুকে পতিতালয়ে থাকার অনুমতি প্রদানের দণ্ড-। | একচল্লিশ, শিশুকে পতিতালয়ে থাকার অনুমতি প্রদানের দণ্ড-।
11649 | যে ব্যক্তি চার বত্‍সরের বেশী বয়স্ক শিশুকে পতিতালয়ে বাস করিতে কিংবা প্রায়শ যাতায়াত করিতে সুযোগ বা অনুমতি দেয় তিনি দুই বত্‍সর পর্যন্ত কোনো মেয়াদের কারাদণ্ড অথবা এক হাজার টাকা পর্যন্ত অর্থদণ্ড অথবা উভয় দণ্ডে দণ্ডনীয় হইবেন। | যে ব্যক্তি চার বত্‍সরের বেশী বয়স্ক শিশুকে পতিতালয়ে বাস করিতে কিংবা প্রায়শ যাতায়াত করিতে সুযোগ বা অনুমতি দেয় তিনি দুই বত্‍সর পর্যন্ত কোনো মেয়াদের কারাদণ্ড অথবা এক হাজার টাকা পর্যন্ত অর্থদণ্ড অথবা উভয় দণ্ডে দণ্ডনীয় হইবেন।
11650 | ৪২ অসত্‍ পথে পরিচালনা করানো বা করিতে উত্‍সাহ প্রদানের দণ্ড-। | বিয়াল্লিশ, অসত্‍ পথে পরিচালনা করানো বা করিতে উত্‍সাহ প্রদানের দণ্ড-।
